"modelName","serialNumber","inspectionDate","hoursPerWeek","hourMeterReading","TrackLinkInstalledDate","TrackLinkWornValueLeft","TrackLinkWornValueRight"
"D7E","MDB00212","2017-09-19","40","6526","""""","59",""
"D8T","J8B03389","2018-01-09","40","3557","""""",">120",">120"
"D10T","RJG01385","2018-06-14","40","20459","""""","<0","3"
"D6KIILGP","RST00726","2018-05-14","40","3686","""""","70","75"
"D11R","7PZ01688","2017-05-11T15:32:59-0600","40","50146","""2016-04-01T00:00:00Z""","30","35"
"953C","2ZN05659","2016-05-31T13:28:10-0500","40","3643","""2003-09-05T00:00:00-0500""","57","57"
"329DL","MNB01206","2017-12-20","40","9631","""2014-10-25""","65","60"
"336EL","BZY02180","2017-11-21T11:20:51-0600","40","4044","""2013-02-25T00:00:00Z""","31","31"
"330D2L","SZK10177","2017-11-17T00:00:00-0500","40","1587","""2017-11-17T00:00:00-0500""","",""
"D9T","RJS00620","2018-01-24","40","27300","""2017-07-13T00:00:00-0500""","",""
"336D2L","ZCT00760","2017-07-31T14:17:34-0500","40","9433","""2017-07-29T00:00:00-0500""","27","13"
"D11N","4HK00533","2017-09-20T08:28:14-0600","","","""2017-03-15T00:00:00-0600""","42","34"
"D6HLGP","3YG06029","2018-04-24","8","20457","""2012-09-26""","38","38"
"D6KXL","0FBH02319","2017-03-21T00:00:00Z","40","2924","""2017-03-21T09:27:35-0500""","22",""
"D8RLRC","7XM03964","2017-03-21T11:38:07-0600","40","12991","""2015-01-29T00:00:00-0700""","<0","<0"
"D6TLGP","HTZ00378","2018-02-06","40","1946","""""","24","18"
"D5KLGP","YYY00733","2017-11-20","40","5668","""""","43","43"
"307C","BCM00733","2017-12-28","40","4245","""2015-07-30T00:00:00-0400""","23","23"
"320D2L","KHR00402","2018-04-23","40","899","""2017-08-25""","14","14"
"D6KIILGP","RST00955","2017-11-29","40","3064","""2017-02-21T19:00:00-0500""","24","24"
"D5KIILGP","KYY00858","2017-02-15T12:06:12-0600","","2577","""2013-12-03T00:00:00-0600""","75","82"
"D8T","KPZ03677","2017-04-25T00:00:00-0400","40","14619","""2015-04-30T00:00:00Z""","85","95"
"299DXHP","HDX200712","2017-12-21","40","900","""""","",""
"345DL","YEE00453","2017-04-20T00:00:00+0800","40","9854","""2011-04-04T00:00:00Z""","34","28"
"D10T","RJG01735","2016-09-08T12:01:26-0500","40","26367","""2016-06-08T00:00:00-0500""","5","7"
"D9T","TWG00392","2017-07-25","40","11239","""2017-05-08""","22","22"
"D6NLGP","MG500700","2017-10-19","40","2956","""""","69","70"
"D8T","KPZ02815","2017-05-11T19:07:53-0400","40","18713","""2015-05-20T20:00:00-0400""","72","72"
"D7RII","BRM00900","2017-04-15T00:00:00Z","40","31928","""2011-02-18T00:00:00Z""","<0","<0"
"345B L","AGS01610","2016-03-31T00:00:00Z","","9703","""2003-04-15T00:00:00-0500""","0","5"
"D10T","RJG00437","2018-06-18","50","18687","""2016-01-01T00:00:00+0800""","0","<0"
"D10T","RJG01918","2018-01-04T05:44:57+0800","40","37097","""2015-10-18T00:00:00Z""","34","31"
"315CL","CJC05455","2017-09-19T14:30:21-0500","40","6515","""2015-02-02T00:00:00-0600""","22","18"
"D10T","RJG02633","2018-05-25","127.11","38672","""2018-01-31""","46","48"
"330DL","T2Y00389","2018-03-26","40","","""""","10","25"
"D11T","GEB00858","2018-06-06","82.04","30792","""2015-04-01T00:00:00Z""","54","43"
"D5KLGP","YYY01627","2017-09-07T00:00:00Z","40","5274","""2012-04-25T00:00:00Z""","42","42"
"D5G XL","WGB03409","2016-06-28T11:21:33-0400","40","2177","""2006-05-22T00:00:00-0400""","26","26"
"D8T","Kpz03068","2018-04-11","40","6645","""""","40","40"
"D7ELGP","TJA01149","2018-05-16","40","6996","""2014-08-08T00:00:00Z""","54","52"
"D5GXL","RKG2946","2018-04-20","20","5930","""2017-04-19T00:00:00Z""","16","12"
"329E","Plw01691","2018-04-23","40","3759","""2018-04-23""","",""
"D6RLGP","9PN01946","2018-06-20","40","9667.3","""""","93","97"
"D8RLRC","9EM04366","2017-07-26T15:43:53+0200","140","17007","""2015-01-01T00:00:00Z""","17","15"
"D10R","3KR00920","2018-03-01","40","","""""","35","33"
"345CL","PJW01564","2018-05-21","40","10824","""""","38","38"
"D8T","J8B04769","2017-07-06T10:20:08-0500","40","11972","""2017-06-27T00:00:00Z""","4","4"
"D8T","J8B04769","2017-07-06T10:20:08-0500","40","11972","""2017-06-27T00:00:00Z""","",""
"D6NXL","GB600376","2018-05-04","40","1900","""""","15","28"
"953C","BBX02651","2017-04-12T10:54:33-0500","","5230","""2006-01-24T00:00:00-0600""","64","72"
"D6NLGP","PBA00891","2016-11-13","","6249","""2016-02-02""","15","15"
"336EL","BZY02127","2018-04-12","40","7324","""2017-11-01T00:00:00-0400""","3","7"
"336DL","J2F00239","2017-03-15T21:53:59-0500","40","14333","""2016-08-28T00:00:00-0500""","48","48"
"D10T","RJG04012","2018-01-26","40","","""""","<0",""
"D10R","AKT00624","2018-04-18","40","","""""","75","86"
"D6RIIXL","BRZ00514","2017-11-27T09:34:07-0600","40","4598","""2017-01-27T00:00:00-0600""","15","10"
"D6NXL","ALH00447","2018-05-24","25.00","11281","""2016-03-22""","65","65"
"973","86G03440","2017-09-19T07:54:58-0400","40","16000","""2011-03-07T00:00:00-0500""","73","64"
"D6T","SMC01542","2017-05-04","40","20598","""""","","81"
"D6NLGP","ALY02097","2018-05-01","40","10441","""2018-04-04""","<0","<0"
"D8T","KPZ02556","2017-06-02T07:46:29-0500","40","16204","""2014-06-04T00:00:00Z""","15","17"
"D8T","J8B02379","2017-05-03T16:36:13-0500","40","9298","""2012-03-10T00:00:00Z""","10","10"
"D9R","ABK00710","2018-01-04","40","30254","""2015-04-13T00:00:00Z""","",""
"D6TLGPVPT","Rad00822","2018-01-29","40","2298","""""","18","18"
"D6TLGPVP","KSB00278","2017-10-05T13:08:10-0600","40","9730","""2016-10-14T00:00:00-0600""","33","30"
"D8T","FCT00191","2017-09-08T00:00:00Z","40","17354","""2017-02-20T19:00:00-0500""","101","114"
"336EL","BZY00388","2018-04-23","40","5235","""""","35","42"
"D8T","KPZ02506","2017-04-24T12:50:27-0700","40","14380","""2014-09-29T00:00:00Z""","81","94"
"349EL","KFX00141","2018-02-07","40","8234","""2010-02-04""","50","50"
"D6TLGP","KSB01371","2017-08-29T00:00:00Z","40","6287","""2013-04-18T00:00:00Z""","63","65"
"D6R","S6X00941","2017-10-31","40","12893","""2017-08-01""","14","6"
"D6TXL","RCW1119","2017-10-13T09:57:56-0500","40","","""2017-10-12T00:00:00-0500""","36",""
"316EL","DZW02167","2017-05-03T00:00:00Z","40","2050","""2016-01-04T00:00:00-0500""","41","50"
"D6TLGPVP","ZJB00355","2018-06-05","","2835","""""","22","24"
"D7RIIXR","AGN01873","2018-05-23","40","10073","""2008-09-11""","12","6"
"D6KIILGP","RST01767","2017-09-19","40","1186","""2016-09-01T00:00:00-0400""","4","4"
"D6TXL","GMK00668","2018-01-23","40","5311","""2017-06-30""","4",""
"D8T","J8B03249","2018-01-21","40","16152","""2017-07-16""","16","12"
"D11T","JEL00246","2018-05-02","40","","""""","73","77"
"D6TLGP","KJL01257","2017-07-25T11:32:26-0400","40","13620","""2013-02-26T00:00:00-0500""","98","113"
"D9T","TWG00569","2018-02-14","40","15572","""""","15","18"
"385CL","SBE00213","2017-04-11T10:30:40+0800","40","12591","""2011-07-28T00:00:00Z""","31","26"
"D6TXW","SKL00739","2018-06-21","32.00","7523","""2012-07-11T00:00:00Z""","",""
"D6TXL","GCT002212","2017-12-21","40","4500","""""","26",""
"345DL","Eeh00664","2018-01-25","40","8381","""2010-01-01""","90","85"
"315BL","3AW02149","2018-05-17","10","5428","""""","23","23"
"D6NLGP","DJY01603","2017-04-17T00:00:00Z","40","6932","""2009-04-15T00:00:00-0500""","--","--"
"D6NLGP","PBA00662","2018-01-17","40","5201","""""","<0","5"
"D6TLGP","RAD00863","2018-03-22","40","","""""","<0","50"
"D6RLGP","9PN01789","2017-05-09T15:18:36-0400","40","","""2010-07-10T00:00:00Z""","",""
"D10T","RJG02568","2017-10-06T08:04:08-0500","40","42829","""2017-04-13T00:00:00-0500""","58","60"
"D7RXR","AEC02090","2017-12-06T16:06:16-0600","40","","""2013-05-01T00:00:00Z""","40","44"
"336E","FJH01374","2017-09-19T14:14:36-0700","40","2369","""2017-09-19T11:44:36-0700""","6","6"
"D11T","AMA00332","2018-01-29","40","23398","""2017-01-01""","26","0"
"329EL","PLW01506","2018-05-30","3.65","1775","""2014-05-30T00:00:00-0500""","16","16"
"326FL","WGL00391","2018-04-18","40","4431","""""","50","55"
"D10T","RJG00390","2018-01-15","40","59539","""""","73","68"
"D6K2","WMR805","2017-04-05T13:33:26-0500","40","1351","""2017-04-10T00:00:00-0500""","25","22"
"D9N","1JD01435","2018-02-01","40","","""""","","78"
"336D2L","LAM00234","2018-02-12","40","5759","""2015-09-29""","21",""
"D8R","7XM02661","2017-11-20T00:00:00-0500","40","","""1999-05-18T00:00:00-0400""","40","38"
"D6TXL","GMK00577","2017-11-10T00:00:00-0600","40","4911.5","""2011-12-13T00:00:00-0600""","52","48"
"D9R","WDM04449","2018-03-29","40","6320","""2017-12-01""","10","8"
"D10T","RJG02026","2017-09-17T20:06:00-0500","40","51507","""2010-12-11T00:00:00Z""",">120","53"
"336EL","YCE00377","2018-04-30","40","1712","""""","10","10"
"D6NXL","PER01040","2017-10-04T08:12:07-0400","40","2124","""2016-10-01T00:00:00-0400""","15","15"
"D9N","6XJ01104","2017-03-24T00:00:00Z","40","44986","""""","32","55"
"D6TXL","Gmk00331","2018-02-27","40","2772","""""","20","22"
"D6NXL","DJA00371","2017-06-29T21:49:54-0500","40","10040","""2017-02-14T18:00:00-0600""","36","28"
"D7RII","DSH00291","2017-03-15T00:00:00Z","40","4364","""2015-07-01T00:00:00-0500""","54","56"
"D11T","GEB00876","2018-03-01","","47160","""2017-10-15T00:00:00-0600""","34","36"
"953C","BBX00279","2017-05-16T14:52:59-0400","40","9814","""2012-07-23T00:00:00Z""","57","57"
"D10T","RJG04682","2017-09-06T17:45:41-0500","40","31122","""2017-04-20T00:00:00-0500""","75","81"
"D6KLGP","RST01822","2018-01-19","40","2155","""""","20","20"
"345C MH","M2R00304","2016-04-14","40","15554","""""","12","17"
"953D","LBP01302","2016-10-19T11:25:14-0500","40","4725","""2012-07-23T00:00:00-0500""","75","70"
"D6RIII","GMT00105","2018-05-31","","12000","""2017-07-01""","94","44"
"D6TLGP","RAD00472","2017-06-14T10:43:13-0600","40","3077","""2017-02-21T00:00:00Z""","33","33"
"D9R","ABK00705","2018-02-08","40","22258","""2002-11-19""","46","40"
"D7R","R7B00197","2018-03-07","40","946","""2016-11-23""","12","12"
"D10T","RJG01037","2018-02-28","40","23359","""""","",""
"D6TXL","GCT02217","2017-10-06T16:18:48-0500","40","","""2017-06-08T00:00:00Z""","--",""
"D7RXR","AEC00583","2018-04-19","40","10221.0","""""","17","20"
"D10R","3KR00780","2018-05-05","140","80952","""2017-03-15""","58","58"
"D6T","SGT00297","2018-01-30","60","","""2016-02-24T00:00:00+0000""","",""
"D8T","FMC00438","2018-03-16","40","3123","""""","",""
"D6TXW","TMY357","2017-02-03T00:00:00Z","55","2036","""2016-06-17T00:00:00-0500""",">120",">120"
"D10N","2YD02244","2017-11-24T00:00:00Z","100","5013","""2017-05-01T04:00:00000Z""","73","71"
"PC200LC","A70091","2018-04-04","40","8793","""""","",""
"365CL","ELC00333","2017-08-18T12:18:00-0700","69","11509.9","""2017-08-18T00:00:00-0700""","57","54"
"328DLCR","RMX01042","2018-02-13","40","5036","""""","35","35"
"D9L","14Y02487","2018-05-25","12.65","21278","""""","",""
"D8T","KPZ2709","2018-05-29","40","10761","""""","",""
"D8T","KPZ02645","2018-02-27","40","22659","""""","24","24"
"D11R","AAF00258","2017-03-09T00:00:00Z","40","31310","""2013-12-03T00:00:00-0500""","<0","<0"
"374DL","PAS00730","2018-03-11","40","18051","""""","54","54"
"D4KXL","MMM00360","2016-06-15T00:00:00-0500","40","5806","""2015-01-29T00:00:00Z""","56","40"
"D9L","14Y02645","2017-03-08T00:00:00Z","40","28499","""2012-04-02T00:00:00Z""","22","28"
"D11T","GEB00236","2018-01-30","40","41085","""2017-09-04T00:00:00Z""","0","5"
"D11R","AAF00172","2017-08-11T00:00:00Z","100","71281","""2014-09-26T00:00:00Z""","48","48"
"D6NXL","PER00868","2018-04-18","40","","""""","20",""
"D6TLGPVP","ZJB01274","2017-06-15T00:00:00-0400","40","8725","""2016-10-19T00:00:00Z""","48","48"
"D11T","JEL00245","2018-05-29","40","","""""","70","91"
"325BL","2JR02024","2017-04-22T12:26:10-0500","40","14780","""2016-02-19T00:00:00-0500""","20","24"
"D7G","7MB00979","2018-05-15","42","3074","""""","78","86"
"D6TXL","TSM00384","2018-03-22","40","7277","""""","20","26"
"335FLCR","KNE00265","2017-12-22","40","4390","""2015-10-15T00:00:00Z""","20","22"
"D6TXW","SKL00701","2017-10-06","40","","""""","50","52"
"D8T","KPZ01457","2017-05-24","17","9512","""""","26","24"
"D9R","WDM02188","2017-03-22T00:00:00Z","120","18753","""2004-09-01T00:00:00Z""","33","35"
"D8T","J8B05078","2017-09-03T22:22:48-0500","40","5518","""2017-06-02T00:00:00Z""","36","38"
"D7RII","BRM00917","2017-02-12T02:51:29-0500","40","19190","""2011-02-04T00:00:00Z""","<0","<0"
"D5NXL","AGG01368","2017-12-15","10","3105.3","""""","105","100"
"345CL","PJW01469","2018-01-03","40","9110","""""","98","98"
"D10T","RJG01887","2017-08-23T00:00:00Z","120","54320","""2017-04-13T00:00:00Z""","2","2"
"D11R","7PZ00895","2018-06-20","75.82","64225","""2016-03-18T00:00:00Z""","93","101"
"963D","LCS01868","2018-05-31","19.98","11455","""2017-05-11T00:00:00-0600""","72","70"
"D6TXL","GMK00364","2018-05-03","40","3224","""""","30","32"
"D8R","7XM01602","2018-05-16","40","12222","""""","6","4"
"D6TXL","GCT02616","2018-02-15","70","5154.2","""2017-06-21""","24","22"
"D4GXL","HYD01955","2017-10-02T15:13:33-0400","40","4152","""2007-08-23T00:00:00-0400""","60","64"
"329DL","MNB01677","2017-02-19","40","1909","""2015-03-31T19:00:00-0500""","<0","<0"
"336DL","M4T02792","2018-01-22","40","6966","""2014-02-03""","42","35"
"D8TLGP","J8B05113","2017-12-21","40","1500","""2017-12-21""","35","33"
"320C","FBA01711","2017-07-11T15:48:37+1200","40","23475","""2017-05-21T00:00:00Z""","99","104"
"349F","HPD00630","2018-03-16","40","3007","""""","45","45"
"D10T","RJG03062","2017-12-05T13:32:15+1000","40","5290","""2013-09-20T00:00:00+1000""","46","48"
"D6TXL","LAY01424","2016-10-21","40","8781","""2013-03-04T00:00:00Z""","53",""
"330CL","HAA00218","2017-09-20T10:09:30-0400","55","24537","""2015-02-05T00:00:00-0500""","31","31"
"336FL","RKB01816","2017-09-29T13:25:27-0700","40","1498","""2017-09-29T00:00:00Z""","0","0"
"D8T","FMC00305","2017-02-10T11:24:42-0500","40","2800","""2015-04-20T00:00:00Z""","34","34"
"D6NXL","CCK00661","2017-06-07T00:00:00Z","40","9588","""2016-12-14T19:00:00-0500""","14","15"
"D6TXL","LAY01154","2018-01-30","40","","""""","60",""
"D6TXL","LAY01154","2018-01-30","40","","""""","","60"
"D9R","ABK00546","2018-03-29","40","","""""","48","48"
"320DL","A8F011529","2018-03-07","40","11757","""""","5","5"
"D10T","RJG00206","2018-05-17","84.25","64151","""2017-06-10T00:00:00-0600""","60","53"
"D3KIILGP","KL202265","2018-01-30","15","981","""2014-11-05T00:00:00Z""","8","8"
"345B","9gs0260","2018-01-24","40","18762","""""","5","8"
"349FL","BZ200546","2017-08-30T10:13:05-0400","40","1901.7","""2016-01-29T00:00:00-0500""","10","7"
"D10T","RJG01437","2017-08-16T20:00:33-0700","40","24480","""2014-03-04T00:00:00Z""","103","104"
"587T","FAT00347","2018-03-09","40","3496","""2007-08-28""","10","16"
"D6TLGP","KJL01234","2018-03-27","40","10075","""""","72","70"
"D4KIILGP","KR202165","2017-09-05T17:25:14-0400","40","1088","""2015-09-09T00:00:00-0400""","31","35"
"320DL","PHX00889","2017-06-20","40","5266","""""","1","1"
"D6TLGP","JML00251","2017-07-26T15:07:31-0500","40","2598","""2016-03-03T00:00:00Z""","15","13"
"D9T","TWG00491","2018-03-21","40","20256","""""","28","26"
"D3GXL","JMH02114","2016-12-30","40","4714","""2015-12-01T00:00:00-0600""","53","55"
"D6RXL","5ln03345","2017-12-11","40","8152","""""","15","22"
"329DL","TPM00226","2017-11-17T00:00:00-0500","40","11970","""2015-10-18T00:00:00-0500""","43","43"
"D7ELGP","SSH00409","2017-09-19T10:13:04-0400","","154","""2017-04-07T00:00:00-0400""","0",""
"D8T","KPZ03320","2018-02-15","40","8277","""""","20","24"
"D10R","AKT00204","2017-09-05","40","26088","""""",">120",">120"
"349EL","TFG01045","2017-08-21T10:31:46-0700","40","12018","""2014-08-11T00:00:00Z""","6","6"
"336EL","BZY02298","2018-05-31","50","3226","""2012-11-13""","7","14"
"D10T","RJG00630","2017-01-28T00:00:00+0800","100","24487","""2016-06-14T00:00:00+0800""","75","24"
"D6NLGP","MG500413","2017-07-17T00:00:00Z","40","2612","""2017-02-10T19:00:00-0500""","46","49"
"320CLRR","PAC01160","2018-05-18","40","6033","""""","<0","<0"
"D6NXL","PER00443","2018-02-01","40","5230","""""","73","65"
"D6TLGP","ZJB01135","2016-07-19T13:15:11-0400","40","2877","""2013-04-17T00:00:00-0400""","50","48"
"D11T","GEB00348","2018-01-29","40","42341","""""","103","77"
"D11R","9TR00238","2018-02-15","40","","""""","",""
"D11R","9TR00238","2018-02-15","40","","""""","",""
"320CLN","GLA02260","2018-06-12","40","7586","""2015-01-01""","23","68"
"D6NXL","PER00890","2017-11-10T14:03:43-0500","40","2421","""2015-09-29T00:00:00-0400""","14","14"
"D6TXW","WRN00480","2018-01-31","40","","""2016-01-06T00:00:00Z""","63","63"
"D4GXL","HYD00871","2017-02-28T11:29:14-0500","40","17656","""2015-05-22T00:00:00-0400""","36","37"
"D8T","FMC00486","2017-02-10T14:05:16-0500","40","","""2017-01-03T00:00:00-0500""","44","48"
"D11T","GEB00875","2018-02-15","40","36938","""2012-05-31T00:00:00Z""","28",""
"D5NXL","AGG01065","2017-09-22T06:49:42-0500","40","2689","""2014-02-05T00:00:00-0600""","112","115"
"D6KXL","FBH00364","2017-10-24T13:38:55-0500","40","","""2013-08-07T00:00:00Z""","12","12"
"320CL","ANB04037","2018-04-10","40","12142","""""","28","28"
"329DL","DJF00807","2017-08-20T00:00:00-0500","40","8193","""2015-01-01T00:00:00-0500""","47","54"
"D6TLGPVP","WCG00335","2016-05-19T00:00:00Z","40","6471","""2013-08-29T00:00:00-0400""","40","40"
"D8T","J8B01306","2017-02-27T00:00:00Z","","24822.2","""2016-10-10T00:00:00-0500""","20","22"
"D6NLGP","MG500983","2018-02-26","40","1533","""""","40","40"
"D6TXL","GMK01203","2017-06-12T09:35:53-0600","40","2217","""2013-03-29T00:00:00-0600""","6","6"
"326FL","WGL00920","2018-05-15","40","1710","""""","18","18"
"D6C","10K12795","2017-04-18T10:41:19-0700","40","5891","""2009-02-18T16:00:00-0800""","17","19"
"D6KIIXL","WMR01118","2017-08-02T13:48:28-0400","40","1588","""2016-04-14T00:00:00Z""","22","<0"
"323F","XCF00748","2018-02-21","40","1698","""""","5","5"
"D6RLGP","ADE974","2017-04-25T00:00:00Z","20","13667","""2015-11-03T00:00:00-0500""","40","46"
"D5KIIXL","KW202248","2018-05-02","40","1407","""2016-05-18T00:00:00Z""","20","8"
"D11T","GEB00909","2017-11-03T14:43:18-0600","140","44563.1","""2016-03-15T00:00:00Z""","<0","2"
"308E2CR","FJX05994","2017-12-14","40","","""""","0","0"
"D5GXL","WGB03517","2017-02-15","40","11846","""""","58","51"
"D6NLGP","PBA00592","2017-06-21T00:00:00Z","40","6546","""2016-09-21T00:00:00Z""","--","--"
"D11T","GEB00310","2017-11-30","168","37413","""""","53","58"
"D6KIIXL","WMR00426","2018-04-24","40","1033","""""","20","21"
"D11N","4HK00407","2018-06-11","40","","""2016-08-30T00:00:00Z""","35","34"
"316EL","DZW02167","2017-10-03","40","2682","""2016-01-04T00:00:00-0500""","32","41"
"D6NLGP","PBA02956","2018-05-31","8.62","1006","""""","20","23"
"D6ELGP","2MJ01933","2017-06-02T15:25:58-0400","40","14952","""2017-03-08T19:00:00-0500""","<0","40"
"D9T","REX00322","2017-07-10T00:00:00Z","40","7305.","""2015-03-16T00:00:00-0400""","69","60"
"330","MBX00337","2017-04-24T13:35:09-0400","40","2655","""2016-08-01T00:00:00Z""","42","42"
"D8N","5TJ02101","2016-09-09T14:26:36-0400","40","17266","""2010-11-19T00:00:00-0500""","60","67"
"D10N","3SK00698","2018-06-07","32.04","27502","""2016-08-26""","",""
"D10T","RJG04066","2017-12-26","100","21397","""""","33","40"
"D10N","2YD00497","2018-06-07","12.32","34929","""2017-06-09""","19","22"
"D8T","Fct00111","2018-02-11","40","","""""","62","62"
"329EL","PLW00593","2017-11-21","40","2073","""""","20","24"
"D11R","7PZ01297","2016-10-03T00:00:00Z","40","44837","""2013-03-13T00:00:00-0600""","46","72"
"D6HIIXL","9KJ00904","2017-05-18T00:00:00-0600","40","10076","""1995-04-24T00:00:00Z""",">120",">120"
"D8R","RJM00317","2018-02-21","40","1082","""2017-12-20""","23","25"
"D8RII","6YZ01862","2017-10-11T00:00:00-0700","40","","""2011-07-08T00:00:00Z""","58","53"
"D6TXW","SKL00755","2018-02-22","40","12023","""2017-04-26T00:00:00-0500""","",""
"315CL","CJC04651","2018-04-11","40","7344","""2012-04-01T00:00:00+1300""","55","37"
"315CL","CJC04651","2018-04-11","40","7344","""2012-04-01T00:00:00+1300""","50",""
"315CL","CJC04651","2018-04-11","40","7344","""2012-04-01T00:00:00+1300""","50",""
