"modelName","serialNumber","inspectionDate","hoursPerWeek","hourMeterReading","TrackLinkInstalledDate","TrackLinkWornValueLeft","TrackLinkWornValueRight"
"D8N","9TC3198","2017-09-08T08:51:14-0500","40","5930","""2004-09-01T00:00:00Z""","10","7"
"D10R","3KR75040","2018-06-11","43.00","9436","""""","108","110"
"D4CIIIXL","8CS00832","2016-07-19T10:40:24-0400","40","15331","""2007-02-21T00:00:00-0500""","72","75"
"320EL","TNJ00214","2017-04-17T00:00:00Z","24","6608","""2012-01-17T00:00:00-0400""","64","64"
"385BL","RCD00253","2017-09-15T13:57:35-0500","40","10649","""2015-01-20T00:00:00-0600""","<0","<0"
"D9RLRC","WDM01670","2018-02-20","140","1167","""2017-11-05T00:00:00+0200""","8","8"
"320C","FBA01128","2017-03-02T00:00:00-0800","40","369","""2002-09-30T00:00:00-0700""","13","36"
"D8T","KPZ02559","2018-03-15","14","11154","""""","7","5"
"D6NLGP","DJY00361","2018-03-27","40","7552","""""","20","20"
"D4GXL","CFN00393","2018-04-12","40","","""""","32","44"
"313FL","DJE00188","2017-11-06T15:42:37-0900","40","478","""2017-05-05T00:00:00Z""","",""
"D8T","J8B03192","2018-02-06","40","11847","""""","55","54"
"D5KIILGP","KY200805","2017-02-03T00:00:00Z","40","","""2016-04-04T00:00:00-0400""","",""
"D8T","KPZ02556","2018-06-08","20.10","17269.5","""2014-06-04T00:00:00Z""","38","43"
"314ELCR","ZJT0435","2017-01-06T14:59:51-0800","20","1678","""2014-07-11T00:00:00-0700""","9","4"
"325CL","CRB01293","2018-05-14","40","11403","""2005-12-01""","42","28"
"D6NXL","MLW00613","2017-04-21T13:23:52-0400","40","3342","""2012-10-29T00:00:00-0400""","32","27"
"D11R","8ZR00367","2018-02-03","120","49211","""2016-11-29T19:00:00-0500""","82","89"
"D6TXL","GMK01331","2017-05-15","40","1372","""2014-04-24T00:00:00-0400""","21","25"
"D8T","KPZ02662","2017-10-31","40","10518","""2013-10-04T00:00:00Z""","72","70"
"D6KLGP","DHA01699","2018-02-05","40","7383","""2018-01-25""","",""
"963D","LCS02199","2017-09-11T13:24:33-0500","40","3709","""2017-06-07T19:00:00-0500""","106",""
"336D2L","ZCT00941","2017-08-16T00:00:00-0500","40","5680","""2015-11-02T00:00:00-0500""","38","41"
"D6TXW","TMY00287","2017-03-21T11:34:32-0400","40","2675","""2017-02-09T00:00:00Z""","--",""
"953C","2ZN05218","2018-03-29","40","13095","""2007-01-01""","37","35"
"D7RII","BRM00824","2018-06-21","40","7371","""""","58","52"
"D6KLGP","DHA02046","2017-10-03T08:22:14-0500","40","","""2016-07-08T00:00:00Z""","3","6"
"325BL","BLX00987","2018-04-24","140","9146","""""","20","24"
"D6KLGP","Dha00960","2018-03-19","40","2162","""""","55","58"
"D6TLGPVP","KSB01402","2017-10-10T17:16:03-0600","40","6007","""2014-08-14T00:00:00Z""","0","<0"
"D6NLGP","DJY01409","2017-08-03T13:46:31-0400","40","8861","""2015-11-25""","27","24"
"D9R","ABK00902","2017-07-26T10:50:55+1000","40","18540","""2017-07-26T00:00:00+1000""","24","26"
"D9R","ABK00902","2017-07-26T10:50:55+1000","40","18540","""2017-07-26T00:00:00+1000""","31","26"
"336FL","SSN00303","2017-11-02T00:00:00-0400","40","1303","""2016-04-20T00:00:00-0400""","3","7"
"D6TLGP","KJL01047","2017-03-08T00:00:00-0500","40","5655","""2013-01-03T00:00:00-0500""","19","33"
"320EL","WBK02525","2018-04-25","40","3381","""""","41","37"
"336DL","WRK00184","2018-04-17","40","13761","""2017-01-01""","24","14"
"D8T","KPZ02710","2018-04-18","40","6232","""""","84","82"
"D9N","1JD00810","2018-06-06","0.45","2954","""""","14","16"
"329DL","MNB00875","2017-11-30T6:15:54-0500","40","12192","""2016-06-30T12:00:00-0500""","32","32"
"D3KIILGP","KLL00562","2018-01-23","40","3389","""""","",""
"D10R","3KR00937","2018-03-12","40","","""""","78","86"
"210X2","EHCJ7-2535","2017-12-14","40","","""""","",""
"D8T","KPZ02215","2018-03-06","40","8961","""2016-05-11T00:00:00-0400""","105","102"
"D11T","GEB00629","2018-05-18","74.88","45917","""2018-04-05""","0","4"
"D6T","GCT02527","2017-11-25T00:00:00Z","40","1953","""2017-09-28T00:00:00Z""","17","13"
"D6TLGPVP","ZJB01439","2017-06-07T00:00:00Z","40","4621","""2013-11-29T00:00:00Z""","49","47"
"D6TLGPVP","ZJB01439","2017-06-07T00:00:00Z","40","4621","""2013-11-29T00:00:00Z""","",""
"D6TLGPVP","ZJB01439","2017-06-07T00:00:00Z","40","4621","""2013-11-29T00:00:00Z""","",""
"D6TLGPVP","ZJB01439","2017-06-07T00:00:00Z","40","4621","""2013-11-29T00:00:00Z""","",""
"D6TLGPVP","ZJB01439","2017-06-07T00:00:00Z","40","4621","""2013-11-29T00:00:00Z""","",""
"D9T","RJS00798","2017-11-21","40","25641","""2017-04-03T00:00:00-0500""","96","101"
"D3G","JMH01657","2017-05-15T00:00:00-0700","40","4429","""2016-01-01T00:00:00-0700""","84","75"
"320EL","WBK00590","2017-12-27","40","8511","""""","37","37"
"D10R","AKT00560","2017-04-26","40","32692","""2015-08-02T20:00:00-0400""","7","10"
"329D","DJF01290","2017-12-14","40","2415","""2014-11-14""","16","22"
"385CL","EDA00491","2018-04-19","40","14660","""""","30","30"
"312C","FDS00654","2018-04-13","40","8138","""""","65","58"
"D3KIILGP","KL200420","2017-11-02T11:15:34-0500","","504","""2016-02-18T00:00:00Z""","28","24"
"D7G","92v10842","2018-01-03","40","15400","""""","82","88"
"345CL","PJW01006","2017-02-07T07:51:15-0500","40","10078","""2007-02-07T00:00:00-0500""","32",""
"345CL","PJW01006","2017-02-07T07:51:15-0500","40","10078","""2007-02-07T00:00:00-0500""","32",""
"D6TLGP","HTZ00452","2017-05-29T08:19:30-0500","40","2620","""2017-01-30T00:00:00Z""","32","34"
"D5KIILGP","KYY01612","2017-03-08T00:00:00Z","40","3995","""2015-04-13T00:00:00-0500""","23","23"
"D4KXL","MMM00360","2016-09-13T00:00:00-0500","40","6218","""2015-01-29T00:00:00Z""","64","52"
"D7ELGP","TJA00471","2018-04-09","40","3414","""2012-08-14""","38","34"
"963D","LCS02205","2017-05-15T07:45:54-0400","40","3246","""2014-08-20T00:00:00-0400""","46","46"
"D6TLGP","RAD00536","2018-04-02","40","6847.1","""""","68","64"
"D7RII","AEC00807","2018-03-01","40","31161","""""","42","40"
"953C","2ZN03238","2016-12-12T00:00:00Z","40","12956","""2014-12-04T00:00:00-0500""","92","99"
"325CCR","Bkw0032","2018-01-10","40","9524","""""","16","16"
"336EL","JRJ00323","2018-01-19","40","5401","""""","24","24"
"D8R","9EM00570","2018-05-17","","18888","""""","60","16"
"320B","3MR02220","2018-04-19","40","12000","""""","73","78"
"D6RII","BRZ00091","2017-07-12T20:14:17+1000","40","9012","""2016-06-20T00:00:00Z""","6","7"
"D11T","JEL00164","2017-10-10T00:00:00Z","","30262","""2017-10-01T00:00:00-0600""","2","<0"
"D10T","RJG02072","2018-02-21","40","35742","""""","30","36"
"D11T","GEB00396","2017-02-12T00:00:00+0800","40","29979","""2008-05-07T00:00:00Z""","2","<0%"
"583R","2XS00528","2018-05-03","40","5134","""2018-01-01""","10","33"
"D5KIILGP","KYY00591","2017-07-26T00:00:00Z","40","7424","""2013-06-28T00:00:00Z""","40","40"
"D6TLGPVP","KSB01156","2018-04-18","40","6035","""2016-01-12""","22","30"
"316EL","DZW00152","2017-09-26","40","","""2012-04-11T00:00:00Z""","9","9"
"329E","PLW00361","2018-01-15","40","1443.2","""""","43","45"
"D6NXL","Mlw0546","2018-03-01","40","4533","""""","45","42"
"D7RII","AECO2386","2017-08-31T09:20:03-0400","40","7014","""2015-08-12T00:00:00-0400""","39","31"
"D11R","7PZ899","2018-04-19","40","52100","""2016-05-31""","38","8"
"D11T","GEB00275","2017-12-01T10:29:21-0700","40","33025","""2016-02-17T00:00:00Z""","--",""
"336DL","M4T00423","2017-06-20T09:15:14-0500","40","37545","""2009-01-19T00:00:00Z""","14","8"
"329FL","ERL00538","2018-03-16","40","1402","""""","8","4"
"D6KLGP","DHA02256","2017-08-31","40","7588","""2016-09-01T00:00:00Z""","26","17"
"320DL","KGF07548","2017-08-31T00:00:00Z","40","5245","""2013-08-30T00:00:00+0100""","35","39"
"320DL","KGF07548","2017-08-31T00:00:00Z","40","5245","""2013-08-30T00:00:00+0100""","33","35"
"D5MXL","5ES0898","2017-11-15T09:17:50-0500","40","10456","""2015-12-16T00:00:00-0500""","27","24"
"375L","9WL00427","2018-06-18","40","32993","""""","12","9"
"375L","9WL00427","2018-06-18","40","32993","""""","12","12"
"375L","9WL00427","2018-06-18","40","32993","""""","12","6"
"320DL","A8F01555","2017-08-23T13:49:12-0300","40","9982","""2013-09-13T00:00:00-0300""","51","42"
"D6NLGP","PBA02712","2018-03-14","64.01","5654","""2018-02-09""","15","15"
"D11T","JEL00163","2017-09-13T08:52:02-0600","","30643","""2017-08-01T00:00:00-0600""","0","2"
"953D","LBP897","2017-11-13T15:16:09-0600","40","19255","""2016-10-23T19:00:00-0500""","0","0"
"D10T","RJG02871","2017-06-13T14:37:10-0500","70","","""2017-02-27T00:00:00-0500""","64","64"
"D6KIIXL","WMR00730","2017-06-23T00:00:00Z","40","3130","""""","85","85"
"D6NLGP","PBA661","2018-06-19","40","","""2012-01-01""","37","35"
"D9T","RJS01296","2017-10-24","40","49697","""2016-06-19T18:00:00-0600""","34","29"
"D9T","RJS00728","2017-02-16T00:00:00Z","116","17124.6","""2017-01-05T00:00:00Z""","29","26"
"D6KIILGP","RST00822","2017-06-06","40","2593","""2014-05-30T00:00:00-0400""","28","28"
"D9T","TWG00573","2018-03-20","40","","""2017-09-21T05:00:00000Z""","30","26"
"324DL","LAB00261","2018-06-14","2.92","10579","""""","18","18"
"326D2L","MZH00259","2018-05-19","40","3587","""2017-06-22T00:00:00Z""","32","37"
"D6TLGP","HTZ000661","2017-09-08T00:00:00Z","40","2021","""2017-03-14T16:53:56-0500""","18","18"
"336DL","J2F00236","2017-01-26T00:00:00Z","40","13983","""2011-01-16T7:00:00-0500""","66","72"
"D3GLGP","BYR02080","2017-06-13T12:45:29-0500","","2741","""2008-04-17T00:00:00-0500""","89","89"
"336D2L","ZCT00941","2017-03-08T00:00:00-0500","40","4776","""2015-11-02T00:00:00-0500""","27","24"
"D6KIIXL","Km200294","2018-02-27","40","840.4","""""","52","50"
"D6KXL","FBH00722","2017-05-17T07:09:45-0500","40","4001","""2007-10-26T00:00:00-0500""","47","35"
"D6KXL","FBH00722","2017-05-17T07:09:45-0500","40","4001","""2007-10-26T00:00:00-0500""","45","37"
"D6KXL","FBH00722","2017-05-17T07:09:45-0500","40","4001","""2007-10-26T00:00:00-0500""","42","32"
"D5KIILGP","KYY00990","2018-02-22","40","3160","""""","47","47"
"D7H","5BF05829","2017-01-25T07:40:54-0600","40","17670","""2011-08-31T00:00:00-0500""","19","23"
"D5KIIXL","KW22492","2017-11-08T11:17:58-0600","40","593","""2017-06-01T00:00:00-0500""","20","20"
"D6TXL","GMK00122","2017-01-17T00:00:00-0500","40","7542","""2013-09-30T00:00:00-0400""","22","26"
"316EL","DZW00731","2017-02-01T11:52:06-0800","40","2016","""2013-09-30T00:00:00-0700""","<0","<0"
"D10N","3SK00615","2017-12-19","40","42149","""""",">120",">120"
"D10","84W01084","2017-03-23T00:00:00Z","70","23850","""2010-07-17T00:00:00Z""","105","108"
"D6KLGP","DHA01232","2018-02-12","40","3337","""2010-04-21""","43","53"
"D4CIIIXL","8CS00588","2018-04-26","40","2383","""""","60","52"
"D8T","FMC00482","2018-03-14","40","12598","""2015-06-01T00:00:00Z""","55","55"
"320E L","WBK02833","2016-06-15T12:56:05-0400","40","1586","""2014-04-28T00:00:00-0400""","13","13"
"D8T","FCT01206","2017-03-31T00:00:00-0500","40","21903","""2014-07-02T00:00:00Z""","20","22"
"329E","Plw01008","2018-01-04","40","6593","""""","24","24"
"D9T","RJS00289","2018-03-09","40","19961","""2017-10-01""","<0","<0"
"312D","RHL00214","2018-02-21","40","4837","""""","<0","<0"
"324DL","PYT00327","2018-04-30","40","2647","""""","18","18"
"D8RLRC","9EM01050","2018-04-24","112","2476","""""","8","8"
"D10R","3KR01048","2018-03-20","40","27929","""2015-01-09""","79","80"
"321CLCR","MCF01198","2018-01-30","40","9354","""""","37","41"
"D6TXW","RCW01455","2017-12-27","40","1176.8","""""","14","14"
"D3C","4KS00790","2017-08-10T12:10:46+0200","10","1397","""2011-07-01T00:00:00+0200""","26","30"
"D3C","4KS00790","2017-08-10T12:10:46+0200","10","1397","""2011-07-01T00:00:00+0200""","22","25"
"D3C","4KS00790","2017-08-10T12:10:46+0200","10","1397","""2011-07-01T00:00:00+0200""","18","27"
"D5GXL","Wgb03758","2018-01-29","40","2397","""""","45","50"
"D9T","RJS01388","2017-11-14T18:24:22-0600","40","16808","""2017-06-05T00:00:00Z""","63","59"
"D6TLGP","HTZ00275","2017-04-10T15:31:08-0500","40","4049","""2017-01-15T18:00:00-0600""","25",""
"D9T","TWG00240","2018-01-10","40","7533","""""","<0","<0"
"D6RIILGP","ADE01112","2017-10-06","40","17088","""2013-08-06T00:00:00-0400""","55","62"
"D8TLGP","J8B00124","2018-01-30","40","","""""","",""
"D6NLGP","DJY406","2017-12-13","40","1","""""","22","18"
"336EL","BZY01590","2017-03-10T15:28:25-0500","40","3494","""2013-04-30T00:00:00Z""","6","17"
"D6NLGP","PBA02348","2018-01-04","40","2118","""""","15","20"
"325DL","A3R01339","2017-09-21T13:38:10-0500","40","8353","""2008-08-25T00:00:00-0500""","42","40"
"D6NLGP","C6e30840","2018-03-07","40","9799","""""","15","48"
"D6NLGP","C6e30840","2018-03-07","40","9799","""""","51","48"
"D6MLGP","4JN00421","2017-11-21","40","","""""","62",""
"D5KIILGP","KYY00590","2018-03-14","40","2998","""""","48","48"
"D6TLGPVPT","RAD00494","2017-01-20T09:32:57-0800","40","934","""2016-04-20T00:00:00-0700""","2","15"
"D8T","FCT01290","2017-12-22","60","3600","""""","50","51"
"D6NLGP","GHS00470","2018-05-07","40","","""2015-04-15T00:00:00Z""","60","65"
"D5GXL","WGB01417","2017-09-11","40","5666","""""","19","16"
"D11T","GEB00876","2017-12-05T13:08:37-0700","","45399","""2017-10-15T00:00:00-0600""","8","8"
"D11T","GEB00629","2017-10-23T00:00:00Z","40","43194","""2010-07-20""","56","48"
"D11R","AAF00266","2017-07-25T10:26:34-0600","","79486","""2017-05-15T00:00:00-0600""","10","14"
"390DL","WBT00188","2018-02-27","40","","""2015-11-04T00:00:00Z""","42","49"
"345BL","4SS01524","2018-02-15","40","23537","""2011-10-05T00:00:00Z""","23","28"
"D4","ITMCOSECHADORAS","2017-05-24T2:19:43-0500","40","11300","""2017-05-10T12:00:00-0500""","19","11"
"D7H","5BF5837","2017-05-30T13:30:46-0400","40","29966","""""","47","50"
"340D2L","HHK00227","2017-09-26T00:00:00-0500","40","9804","""2017-10-26T00:00:00Z""","62","61"
"D6TXL","9PN12500","2016-10-05T11:16:36-0500","40","","""2016-10-05T00:00:00Z""","19",""
"336DL","M4T01189","2018-01-26","40","8463","""2015-12-29T00:00:00-0500""","31","28"
"D10R","3KR00846","2017-04-20T11:44:57+0800","40","56780","""2016-04-20T00:00:00+0800""","99","93"
"330CL","GKX00273","2018-03-29","40","14894","""1997-01-01""","62","48"
"D6TLGPVP","ZJB00358","2016-12-12T10:56:59-0600","40","","""2013-07-11T00:00:00-0500""","42","42"
"D6KIIXL","WMR00813","2016-10-25T15:18:33-0400","40","1355","""2015-05-13T00:00:00-0400""","21","11"
"D5KLGP","YYY00624","2018-05-25","40","3276","""""","38",""
"D11R","7PZ01102","2017-07-19T11:44:18-0600","","78056","""2016-11-01T00:00:00Z""","56","60"
"D6RIIXW","AEP00180","2017-12-06","40","11264","""2017-12-07T00:00:00Z""","63","61"
"D9T","TWG00360","2018-05-24","48.75","13776","""""","30","18"
"953C","2ZN04490","2018-03-14","20","10044","""""","50","40"
"953C","2ZN04490","2018-03-14","20","10044","""""","",""
"527GR","4NS00620","2017-10-04","40","10990","""2014-04-28""","42","46"
"D8N","9TC02948","2018-05-01","4.10","24935","""2014-06-05T00:00:00-0400""","37","37"
"D5NXL","AGG00897","2017-01-31T12:10:20-0800","20","5265","""2006-10-16T00:00:00-0700""","21","21"
"D5KLGP","Kyy01262","2018-02-15","40","1738","""""","27","27"
"D9R","WDM02588","2017-08-05T16:58:29+0000","40","20605","""2016-03-10T00:00:00+0000""","75","73"
"D6RIIXW","AEP00171","2018-01-10","40","22472","""""","78","91"
"D6T","KJL00593","2017-03-02T18:54:15-0600","40","4367","""2008-03-05T00:00:00-0600""","25","25"
"D6TXW","SKL00686","2018-04-06","40","11882.2","""""","56","42"
"320DL","SPN01574","2018-05-07","24.99","5429","""2012-02-28T00:00:00Z""","63","63"
"D5KIILGP","KY200297","2017-03-17T00:00:00Z","40","2644","""2016-10-16T20:00:00-0400""","41","41"
"345BIIL","AGS01816","2018-01-27","40","","""2003-06-16T00:00:00-0400""","15","13"
"D6KLGP","DHA00372","2017-06-28T14:56:30-0500","40","13111","""2014-10-14T00:00:00-0500""","",""
"D7RII","AEC01961","2017-07-26T00:00:00-0400","40","6455","""2013-12-29T00:00:00Z""","<0","<0"
"D8T","J8B02500","2017-05-17T00:00:00Z","116","16287.9","""2017-01-05T00:00:00Z""","33","38"
"D10T","RJG01855","2018-06-06","67.90","59480","""2016-01-01T00:00:00Z""","94","77"
"D6NLGP","GHS01184","2018-02-23","40","10686","""2013-10-22""","47","47"
"D8T","J8B02746","2018-02-03","40","3591","""2017-01-01""","34","36"
"D5GLGP","RKG03533","2018-01-04","40","1014","""""","12","18"
"963","21Z25535","2017-11-02","40","8959","""""","<0","<0"
"329DL","MNB01205","2017-12-11","40","4823","""""","20","20"
"D5KLGP","YYY01048","2018-01-16","40","4993","""""","27","24"
"D6TXL","KMR00263","2017-03-31T00:00:00Z","40","4027.5","""2017-03-29T00:00:00Z""","63","71"
"D6HXL","7ZK00394","2017-09-18T15:25:44-0400","40","14787","""2017-04-20T00:00:00-0400""","4","4"
"324DL","DFP01144","2018-05-14","75","","""2017-01-18T00:00:00Z""","<0","<0"
"D6C","10K01960","2018-02-20","40","","""""","",""
"D11T","GEB00385","2017-09-27T00:00:00Z","","","""2017-01-01T00:00:00Z""","40","44"
"D6NXL","PER00247","2017-09-05T10:37:07-0400","40","7685","""2016-11-22T19:00:00-0500""","43","47"
"D8T","KPZ01971","2018-02-12","40","8026","""""","56","56"
"330DL","JLP00642","2017-06-30T15:38:34-0500","40","","""2012-02-09T00:00:00Z""","17","17"
"D6K2","RPR00157","2017-10-05T00:00:00Z","54","2516","""2017-06-14T19:00:00-0500""","64","63"
"D8K","77V12086","2018-05-16","","5071","""2008-02-07T00:00:00-0600""","14","16"
"D8T","FCT01280","2018-06-11","39.01","6000","""2015-07-22T00:00:00-0600""","16","14"
"D10R","3KR00774","2018-03-02","40","23121","""""","72","78"
"D6NLGP","ALY01645","2017-05-08T09:14:22-0500","40","9341","""2008-01-29T00:00:00Z""","54","52"
"D6TLGP","KJL00815","2017-04-27T10:04:24-0500","40","18166","""2017-01-11T18:00:00-0600""","52","56"
"D7RII","AEC1714","2017-08-31T11:57:27-0400","40","5571","""2016-01-14T00:00:00-0500""","73","71"
"324DL","BTK00419","2017-08-08T00:00:00-0500","40","7759","""2016-09-23T00:00:00-0500""","18","18"
"D6RIIIXL","GJB00240","2018-05-02","40","7342","""""","20","20"
"D6RXL","5LN03607","2018-03-29","40","7625","""""","30","28"
"D6TLGP","KJL00700","2018-03-08","40","6090","""""","15","15"
"D11R","7PZ01300","2018-01-30","40","","""2016-09-01T00:00:00Z""","79","81"
"D6RXL","5LN02977","2018-04-30","37","8463","""""","58","58"
"329DL","MNB01321","2017-08-12T13:16:56-0500","40","","""2012-07-25T00:00:00Z""","28","28"
"D6RIIIXW","HDC00141","2018-01-11","40","","""2015-04-27""","",""
"D6TLGP","HTZ00575","2017-10-26T14:55:09-0500","","3662","""2017-08-11T00:00:00Z""","28","36"
"DM45E","00008000","2017-08-12T00:00:00-0500","70","2180","""2016-03-11T00:00:00-0500""","44","44"
"D6KIILGP","JTR00619","2017-08-23T08:30:35-0400","40","493","""2017-01-01T00:00:00-0500""","10","7"
"D6T","LAE00472","2017-05-09T00:00:00+1000","14","3558","""2013-06-29T00:00:00+1000""","45","40"
"D6TLGP","Ksb00409","2018-02-05","40","5950","""""","20","12"
"D7R","2FN00644","2017-01-24","40","","""2017-01-19T09:39:53-0600""","<0%",""
"D11R","7PZ01629","2017-07-19T10:16:29-0600","","58883","""2016-12-15T00:00:00Z""","66","75"
"D9T","RJS00601","2017-12-04T18:16:42-0500","40","4571","""2017-04-12T00:00:00-0400""","72","72"
"D9T","REX00306","2017-05-18T00:00:00-0400","40","7959","""2017-05-18T00:00:00-0400""","<0","<0"
"D9R","ABK00490","2016-12-12T21:16:01-0600","40","","""2016-09-22T00:00:00-0500""","--",""
"D8RLRC","7XM03307","2017-06-03T00:00:00-0800","","5088","""1998-06-01T00:00:00-0800""","30","37"
"D6NLGP","ALY02525","2017-08-16T00:00:00Z","","10135","""2014-12-19T00:00:00Z""","30","30"
"D9L","14Y02407","2017-06-04T13:41:17-0400","80","36864","""2017-02-06T00:00:00Z""","14","12"
"D10N","2YD00251","2017-12-20","96","","""""","",""
"336DL","M4T02822","2018-01-16","40","5512","""""","14","21"
"D6NXL","DJA01077","2018-03-12","40","5624","""""","10","13"
"D9R","ACL00987","2018-03-14","","51510","""2017-07-20""","28","16"
"583K","78V00969","2017-11-17T09:27:55-0500","40","7160","""2017-11-01T00:00:00-0400""","4","3"
"D9R","ABK00585","2017-07-21","40","15449","""""","80","82"
"320DL","A8F01891","2017-07-07T00:00:00-0300","40","","""2011-03-15T00:00:00Z""","11","11"
"D5LGP","06R00507","2018-02-21","40","7725","""""","57","54"
"336EL","FJH01049","2017-05-24T00:00:00Z","40","6742.3","""2016-04-08T00:00:00-0500""","55","55"
"D4CIIILGP","4LS00761","2018-06-07","","12288","""""","",""
"D9R","8bl00997","2018-02-15","40","15117","""""","24","28"
"D10R","3KR00727","2018-04-03","40","2","""""","64","67"
"D3KXL","FFF00801","2017-05-30","40","3663","""""","40","40"
"D10N","3SK01075","2018-04-04","40","45788","""""","27","29"
"324D","CJX00215","2017-11-21T15:34:19+0800","40","6182","""2007-07-07T00:00:00Z""","",""
"D65EX12","61594","2017-05-30","30","2196","""2017-05-17T00:00:00Z""","21","18"
"336DL","M4T02628","2017-09-05T5:23:08-0500","40","9461","""2014-11-13T12:00:00-0500""","41","41"
"D11R","7PZ01137","2017-05-11T00:00:00-0700","60","22563","""2014-12-18T00:00:00Z""",">120",">120"
"349EL","TFG01032","2018-04-24","40","7376","""2014-07-27""","20","23"
"D7R","AEC01618","2017-04-10T13:19:48-0500","40","","""2006-11-28T00:00:00-0600""","23","29"
"D6TLGPVP","WCG00534","2018-04-20","40","9753","""2016-12-19""","34","36"
"D6TLGPVP","WCG00534","2018-04-20","40","9753","""2016-12-19""","36","36"
"D6MLGP","4JN02284","2018-04-30","40","13305","""""","7","7"
"D10R","3KR01185","2017-11-21","40","23603","""2016-11-01T00:00:00Z""","65","63"
"DM45E","00008003","2017-06-10T00:00:00-0500","100","18565","""2015-06-06T00:00:00-0500""","44","44"
"336DL","M4T01635","2017-08-11T12:38:05-0500","40","10201","""2016-08-25T00:00:00-0500""","20","20"
"349D2L","TAH00473","2017-02-24","40","2158","""""","6","6"
"349D2L","TAH00473","2017-02-24","40","2158","""""","9",""
"316EL","DZW02409","2017-12-11","40","681","""""","14","14"
"D11R","7PZ00779","2018-05-30","147.97","3081","""2017-05-01T00:00:00-0600""","87","91"
"315CL","CFT00959","2017-05-01T13:56:36-0400","20","4119","""2002-02-06T00:00:00-0500""","36","36"
"D8RII","6yz01200","2018-03-21","40","21854","""2015-07-07""","77","81"
"D3GXL","JMH01944","2018-03-06","40","2888","""""","44","48"
"D6TXL","GCT00329","2017-07-24T00:00:00-0500","40","10529","""2016-06-16T00:00:00-0500""","34","34"
"D6HIIXL","9KJ00833","2017-09-11T00:00:00Z","40","1","""2013-07-17T00:00:00Z""","17","17"
"977L","11K75150","2018-05-09","40","7056","""""","66","64"
"D6KIIXL","WMR00218","2017-07-06T12:26:52-0700","40","3054.00","""2014-01-28T00:00:00Z""","35","30"
"336DL","M4T01688","2018-02-08","40","30859","""2012-06-19T00:00:00Z""","3","0"
"D65EX12","61347","2017-05-25","25","7287","""2017-05-17T00:00:00Z""","33","49"
"963K","LBL00227","2018-03-22","40","3200","""""","48","48"
"D8T","FMC00365","2017-06-22T00:00:00Z","40","6046.2","""2015-02-02T00:00:00Z""","44","44"
"D10T","RJG02464","2017-08-25T19:44:32-0500","40","40408","""2011-02-20T00:00:00Z""","21","23"
"D10T","RJG04257","2017-01-30T18:25:18-0800","40","20290.1","""2015-03-13T00:00:00Z""","75","71"
"D6TXWVP","RCW00288","2016-11-29T00:00:00Z","40","7529","""2012-02-03T00:00:00Z""","73","74"
"D8T","FCT01261","2017-02-14T00:00:00Z","40","4135","""2016-09-28T00:00:00Z""","48","57"
"D6RLGP","ADE00223","2018-01-26","21","","""""","",""
"329DL","MNB01586","2018-02-13","40","6578","""2013-03-26""","16","24"
"D8T","KPZ00764","2016-03-18T00:00:00+0800","40","8202","""2015-01-01T00:00:00+0800""","3","7"
"D9L","14Y02916","2017-05-26T10:33:46-0500","40","15981","""2007-01-12T00:00:00-0600""","--","--"
"D6R XL","AAX00992","2016-01-19T01:04:27+00:00","","13054","""2014-09-22T00:00:00-0400""","79","82"
"D9T","Rex00415","2018-06-12","35.35","6831","""""","66","64"
"330DL","D3D00315","2018-06-13","","6738","""""","",""
"D11T","AMA00393","2018-02-12","100","11867","""""","16","20"
"390D","WAP00252","2018-05-21","60","14493","""2015-01-01""","52","55"
"374F","DNM00332","2017-12-20","40","2316","""""","6","3"
"D6KIILGP","RST00629","2017-10-19T10:41:41-0400","40","5671","""2014-03-26T00:00:00Z""","65","63"
"D6TXL","LAY01120","2018-06-15","","6190","""2015-04-17""","32","32"
"D8T","J8B00055","2017-05-11T14:28:57-0500","40","15000","""2017-03-27T00:00:00Z""",">120",""
"330D","MWP1943","2017-07-10T00:00:00Z","40","2634","""2007-07-11T00:00:00Z""","24","27"
"349F","BZ200197","2018-01-09","40","2965","""""","23","25"
"D6TXW","DJG00487","2018-02-16","40","8143","""2016-10-06T00:00:00-0400""","2",""
"D6NLGP","ALY00920","2017-02-01T08:47:53-0600","40","10237","""2013-03-29T00:00:00Z""","<0","<0"
"D6NLGP","PBA02289","2017-09-25T13:51:52-0500","40","","""2015-01-28T18:00:00-0600""","34","34"
"D6NXL","CCK00994","2017-07-20T10:48:19-0500","40","15406","""2017-04-10T19:00:00-0500""","10","10"
"D6NXL","LJR01362","2017-12-12","40","4405","""2014-07-30""","55","45"
"D6C","76A05261","2017-12-20","40","418","""""","62","68"
"D6RXL","AAX00166","2017-03-08T09:55:03-0500","40","11328","""2015-11-01T00:00:00-0400""","17","12"
"336EL","BZY00383","2017-11-28T09:52:05-0600","40","6630","""2011-12-13T00:00:00Z""","35","38"
"374DL","PAS00904","2017-07-12T00:00:00-0500","100","1627","""2016-12-18T00:00:00-0500""","29","29"
"450JLGP","855002","2017-10-19","40","7869","""""","14","14"
"D6NLGP","PBA1605","2017-09-29T21:56:31-0400","40","2686","""2016-11-28T19:00:00-0500""","65","73"
"D6TLGPVP","KSB00307","2018-06-07","22.98","10018","""2016-12-29T00:00:00-0500""","50","50"
"D9R","7TL01079","2018-04-09","40","","""""","",""
